WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.4886031309345 -34.6100683642471),ALVAREZ JONTE AV. 3241,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4910293244548 -34.6118593553678),ALVAREZ JONTE AV. 3495,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.398128468524 -34.633675156004),ALBERTI 2030,PARQUE PATRICIOS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5040243827821 -34.6200891891605),ALCARAZ 4787,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5057482223949 -34.6209007039061),ALCARAZ 4911,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5096616185397 -34.6241965180612),ALCARAZ 5231,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5121540908244 -34.6262533377898),ALCARAZ 5457,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5159124045515 -34.6304670536554),ALCARAZ 5950,VERSALLES,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4517154557508 -34.5860228727234),MAURE 3971,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4570150793221 -34.5799472854888),GIRIBONE 1043,CHACARITA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.463188966455 -34.5790620844184),HEREDIA 1251,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4114605011441 -34.6386732005495),ALMAFUERTE AV. 32,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4146449593314 -34.6460854381806),ALMAFUERTE AV. 724,NUEVA POMPEYA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.36401820359 -34.6447995337222),ALVAR NUÑEZ 341,BOCA,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3798477552423 -34.6467428849957),ALVARADO 2281,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3820160048297 -34.647266118787),ALVARADO 2477,BARRACAS,4,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4973289464935 -34.6152652460527),ALVAREZ JONTE AV. 4029,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5138369233997 -34.627998),ALCARAZ 5651,VILLA LURO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5175243274491 -34.631722982231),ALCARAZ 6140,VERSALLES,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5031644487408 -34.6183581987849),ALVAREZ JONTE AV. 4559,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5106135937056 -34.6156795285114),ALLENDE 2680,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5053676090354 -34.6195070616852),ALVAREZ JONTE AV. 4753,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.495825888358 -34.6144689754596),ALVAREZ JONTE AV. 3915,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4804911258573 -34.5863720502684),ANDONAEGUI 1382,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4964934093523 -34.5679858071357),ANDONAEGUI 3347,VILLA URQUIZA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4986822294701 -34.5653976163014),ANDONAEGUI 3554,VILLA URQUIZA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5005191073363 -34.5629230925387),ANDONAEGUI 3756,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5021286712537 -34.5608751558024),ANDONAEGUI 3944,SAAVEDRA,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5083754391654 -34.6213430875193),ALVAREZ JONTE AV. 5069,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4987367050923 -34.6160133725627),ALVAREZ JONTE AV. 4179,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5100662823411 -34.6228309212146),ALVAREZ JONTE AV. 5163,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5009795865489 -34.6171977785967),ALVAREZ JONTE AV. 4395,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5017903896985 -34.6176293627968),ALVAREZ JONTE AV. 4449,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5124153028691 -34.6249017262725),ALVAREZ JONTE AV. 5379,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5037511236133 -34.618665106577),ALVAREZ JONTE AV. 4609,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5063784281329 -34.620027625396),ALVAREZ JONTE AV. 4837,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5153144472327 -34.627457780537),ALVAREZ JONTE AV. 5695,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5092446495031 -34.622109663686),ALVAREZ JONTE AV. 5111,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5108600125858 -34.6235290287002),ALVAREZ JONTE AV. 5237,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5167419117826 -34.6295837201969),ALVAREZ JONTE AV. 5933,VERSALLES,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.511323163079 -34.6239360368771),ALVAREZ JONTE AV. 5263,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5189288263503 -34.6311688048953),ALVAREZ JONTE AV. 6173,VERSALLES,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5132394123288 -34.6256206304474),ALVAREZ JONTE AV. 5473,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4715591855468 -34.5780555327387),ALVAREZ THOMAS AV. 2155,VILLA ORTUZAR,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4148975829091 -34.6357226956795),ALZAGA 2044,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5158042235323 -34.655165572736),ANDALGALA 1527,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5144129976332 -34.6562646086102),ANDALGALA 1653,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5036314866571 -34.6650237976105),ANDALGALA 2489,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5024963163692 -34.6658914791349),ANDALGALA 2591,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4689843121871 -34.6673593427803),AQUINO 4651,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4752210259848 -34.6731373928119),AQUINO 5437,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4785532784832 -34.5416635877891),ARGELIA 2750,SAAVEDRA,12,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4839624267121 -34.610599987221),ARGERICH 2152,VILLA SANTA RITA,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5024565017654 -34.5881442991384),ARGERICH 4565,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5036065150748 -34.5868701276059),ARGERICH 4705,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5054630248196 -34.5848182461582),ARGERICH 4973,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5070206863325 -34.58309932808),ARGERICH 5195,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5084330498903 -34.5816619082469),ARGERICH 5400,VILLA PUEYRREDON,12,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.474405391655 -34.5830025204263),ARISMENDI 2482,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4764393314681 -34.5845857427783),ARISMENDI 2646,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4785692935276 -34.5862406079734),ARISMENDI 2870,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4795054027284 -34.6019107112127),ARREGUI 2385,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4818628106655 -34.6032433806058),ARREGUI 2557,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4843407653109 -34.6046504166592),ARREGUI 2739,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4881739855692 -34.6068250901932),ARREGUI 3065,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4905525217718 -34.6081684383373),ARREGUI 3247,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4935903643159 -34.6098627677024),ARREGUI 3549,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4963800902247 -34.6114421305779),ARREGUI 3789,VILLA DEL PARQUE,11,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5058823434545 -34.6404644098649),ARAUJO 250,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5036359608186 -34.6421459163323),ARAUJO 434,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5014095393639 -34.6439836875278),ARAUJO 645,VILLA LURO,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4997594717977 -34.645335655853),ARAUJO 811,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4967780042134 -34.6476804972201),ARAUJO 1071,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4953720812252 -34.6487583239023),ARAUJO 1179,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4936231951044 -34.650097857392),ARAUJO 1323,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4904409217009 -34.6525790538561),ARAUJO 1651,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4884884096088 -34.654112291285),ARAUJO 1807,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.486858797856 -34.6553822858243),ARAUJO 1949,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4828569724559 -34.6584966855228),ARAUJO 2295,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4894212157749 -34.5874931692667),ASUNCION 2240,AGRONOMIA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4992825683734 -34.5935960159222),ASUNCION 3088,AGRONOMIA,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5042158947097 -34.5966492053546),ASUNCION 3458,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5067065485892 -34.5980896180127),ASUNCION 3631,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5082413234141 -34.5990407316354),ASUNCION 3757,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5105778704014 -34.6004842637896),ASUNCION 3947,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5157247769663 -34.6037525909647),ASUNCION 4402,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5190344791757 -34.6056985464545),ASUNCION 4673,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5224194746348 -34.6079373485394),ASUNCION 4948,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5254573976524 -34.6100129307999),ASUNCION 5140,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5275692401294 -34.6114545346231),ASUNCION 5262,VILLA DEVOTO,11,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4785902226146 -34.6618242809883),ARAUJO 2669,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4775540777786 -34.6626616521003),ARAUJO 2749,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4710527970633 -34.6677172075616),ARAUJO 3313,VILLA LUGANO,8,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4678542628931 -34.5924365236902),AVALOS 399,PATERNAL,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4803383174768 -34.5815438192846),AVALOS 1654,PARQUE CHAS,15,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4308247816209 -34.5708980182931),ARCE 323,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4338101812705 -34.569161536552),ARCE 611,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4372152339892 -34.5671735061375),ARCE 949,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4506366739795 -34.6139779781627),ARENGREEN 1338,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4398965540146 -34.5805656524125),AREVALO 1745,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4391170747062 -34.5798941634358),AREVALO 1827,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4361806438129 -34.5773269387038),AREVALO 2181,PALERMO,14,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5006447519532 -34.6138973581932),ARREGUI 4191,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5020743805336 -34.614718155911),ARREGUI 4305,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5049037190887 -34.6163345018986),ARREGUI 4553,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5110578886257 -34.6201526853655),ARREGUI 5095,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5128774409063 -34.6216592112957),ARREGUI 5217,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5151581153657 -34.6237815754739),ARREGUI 5439,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5172746073814 -34.6257206434649),ARREGUI 5681,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.514225599389 -34.6264988186493),ALVAREZ JONTE AV. 5555,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5155525852246 -34.6276671587754),ALVAREZ JONTE AV. 5707,MONTE CASTRO,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.526280464884 -34.6288597177043),ARREGUI 6645,VERSALLES,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5288205000824 -34.6293891828561),ARREGUI 6869,VERSALLES,10,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.5225056086695 -34.6280295565548),ARREGUI AV. 6271,VERSALLES,10,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4991611623448 -34.646557635165),ARTIGAS MANUEL DE 5466,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.501118048834 -34.6483639642822),ARTIGAS MANUEL DE 5720,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5047967643716 -34.6517807332232),ARTIGAS MANUEL DE 6142,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5065213150666 -34.6533265410435),ARTIGAS MANUEL DE 6368,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5076371790764 -34.6544038112118),ARTIGAS MANUEL DE 6506,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.5100513847529 -34.6567535955458),ARTIGAS MANUEL DE 6890,MATADEROS,9,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4338491594393 -34.6343265774359),ASAMBLEA AV. 572,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4383205245321 -34.6352291778566),ASAMBLEA AV. 970,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4404748771992 -34.6356590743105),ASAMBLEA AV. 1110,PARQUE CHACABUCO,7,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
