ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
130,BANCOS,1,HORMIGON,ANFITEATRO,ARQ. LUONGO, HERRERO,PLAZA ARMENIA,PLAZA ARMENIA,MALABIA Y COSTA RICA,MALABIA,,PALERMO,COMUNA 14,,,-34.58946608,-58.4250806,,,,,,
131,GRUPO ESCULTORICO,2,CEMENTO BLANCO,MOTIVOS DECORATIVOS,CURATELLA MANES, P.,TEATRO SAN MARTINN,TEATRO SAN MARTINN,CORRIENTES AV. 1530,CORRIENTES AV.,1530,SAN NICOLAS,COMUNA 1,1042,C1042AAO,-34.60423805,-58.38864181,,,,,,
132,MURAL,1,CERAMICA Y MAMPOSTERIA,LOS INMIGRANTES,D AMICO Y ALVAREZ,AV RIESTRA Y CAÑADA DE GOMEZ,AV RIESTRA Y CAÑADA DE GOMEZ,RIESTRA AV. Y CAÑADA DE GOMEZ,RIESTRA AV.,,VILLA LUGANO,COMUNA 8,,,-34.68147931,-58.48003656,,,,,,,
133,MASTIL,1,MAMPOSTERIA E HIERRO,HOMENAJE A LA BANDERA,D.A.O.M.,AVDAS RIESTRA Y CRUZ,AVDAS RIESTRA Y CRUZ,RIESTRA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.,RIESTRA AV.,,NUEVA POMPEYA,COMUNA 4,,,-34.64480135,-58.42552441,,,,,
134,MASTIL,1,MAMPOSTERIA E HIERRO,HOMENAJE A LA BANDERA,D.A.O.M.,PARQUE SANTOJANNI,PARQUE SANTOJANNI,DE LA TORRE, LISANDRO Y PATRON,DE LA TORRE, LISANDRO,,LINIERS,COMUNA 9,,,-34.64954743,-58.5170968,,,,,
135,MONUMENTO,1,PIEDRA TOBA,HJE. A ARMENIA,BAGHUMYAN, GRIBOR,PLAZA ARMENIA,PLAZA ARMENIA,MALABIA Y COSTA RICA,MALABIA,,PALERMO,COMUNA 14,,,-34.58946608,-58.4250806,,,,,,
137,GRUPO ESCULTORICO,1,MARMOL,EL HOMBRE Y SUS PASIONES,SANTIANO, CESAR,PLAZA BALCARCE,PLAZA BALCARCE,JARAMILLO 2321,JARAMILLO,2321,NUÑEZ,COMUNA 13,1429,C1429CRI,-34.54762631,-58.46799771,,,,,,
138,TEMPLETE,1,MAMPOSTERIA Y MAYOLICA,HJE.A LA VIRGEN DE FATIMA,,PLAZA BALCARCE,PLAZA BALCARCE,JARAMILLO 2321,JARAMILLO,2321,NUÑEZ,COMUNA 13,1429,C1429CRI,-34.54762631,-58.46799771,,,,,,,
139,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A MERCEDES SAN MARTINN BALCARCE,,PLAZA BALCARCE,PLAZA BALCARCE,JARAMILLO 2321,JARAMILLO,2321,NUÑEZ,COMUNA 13,1429,C1429CRI,-34.54762631,-58.46799771,,,,,,,
140,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,D.A.O.M.,PZTA EMILIO TRONCOSO,PZTA EMILIO TRONCOSO,HERMITTE, ENRIQUE, ING. 5402,HERMITTE, ENRIQUE, ING.,5402,VILLA LUGANO,COMUNA 8,1439,C1439BIB,-34.66562625,-58.48367744,,,
141,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL DR. PERITO MORENO,D.A.O.M.,AVDAS PERITO MORENO Y CRUZ,AVDAS PERITO MORENO Y CRUZ,MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.,MORENO, PERITO AV.,,FLORES,COMUNA 7,,,-34.65033464,-58.43098548,,,
142,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL DR. PERITO MORENO,D.A.O.M.,AVDAS PERITO MORENO Y CRUZ,AVDAS PERITO MORENO Y CRUZ,MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.,MORENO, PERITO AV.,,FLORES,COMUNA 7,,,-34.65033464,-58.43098548,,,
143,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HOMENAJE AL RESERO,D.A.O.M.,PZTA EL RESERO,PZTA EL RESERO,DE LOS CORRALES AV. 6536,DE LOS CORRALES AV.,6536,MATADEROS,COMUNA 9,1440,C1440BBO,-34.66293657,-58.50040368,,,,,,,
144,BUSTO,1,BRONCE,BARON PIERRE DE COUBERTIN,LAVARELLO, ANA,PLAZA BARON PIERRE DE COUBERTIN,PLAZA BARON PIERRE DE COUBERTIN,DEL LIBERTADOR AV. 550,DEL LIBERTADOR AV.,550,RETIRO,COMUNA 1,1001,C1001ABS,-34.58899073,-58.38143309,,,,,,
147,BUSTO Y BASE,1,BRONCE Y GRANITO,BARON PIERRE DE COUBERTIN,,PLAZA BARON PIERRE DE COUBERTIN,PLAZA BARON PIERRE DE COUBERTIN,DEL LIBERTADOR AV. 550,DEL LIBERTADOR AV.,550,RETIRO,COMUNA 1,1001,C1001ABS,-34.58899073,-58.38143309,,,,,,,
149,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 1250,D.G.O.M.,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,,
151,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 18,D.O.M.,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,,
152,MASTIL,1,BRONCE Y GRANITO,HOMENAJE A LA BANDERA,DRESCO, ARTURO,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,
153,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,D.A.O.M.,PZTA ELIAS ALIPPI,PZTA ELIAS ALIPPI,GUARDIA VIEJA 4601,GUARDIA VIEJA,4601,ALMAGRO,COMUNA 5,1192,C1192ABA,-34.59976213,-58.42984442,,,,,,,
154,BALAUSTRADA,1,MAMPOSTERIA,MOTIVO DECORATIVO,E.A.I.M.,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,,
157,BUSTO,1,MARMOL,GENERAL MANUEL BELGRANO,FONTAN, LUCIO,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,
161,MASTIL,1,MAMPOSTERIA E HIERRO,HJE. A LA BANDERA,D.A.O.M.,LA RIOJA Y AGRELO,LA RIOJA Y AGRELO,LA RIOJA Y AGRELO,LA RIOJA,,BALVANERA,COMUNA 3,,,-34.61746223,-58.40812661,,,,,,,
170,MASTIL,1,HIERRO Y MAMPOSTERIA,HOMENAJE A LA BANDERA,D.A.O.M.,AV LA PAMPA Y MIÑONES,AV LA PAMPA Y MI?ONES,LA PAMPA Y MIÑONES,LA PAMPA,,BELGRANO,COMUNA 13,,,-34.55824948,-58.44306729,,,,,,,
172,MASTIL,1,HIERRO,HOMENAJE A LA BANDERA,D.A.O.M.,PZTA RIEGO Y NUÑEZ,PZTA RIEGO Y NU?EZ,ARCOS 1249,ARCOS,1249,PALERMO,COMUNA 14,1426,C1426BGC,-34.56750668,-58.44655939,,,,,,,
182,QUIOSCO PARA BANDA,1,HIERRO Y MAMPOSTERIA,MOTIVO DECORATIVO,,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA 1781,LA PAMPA,1781,BELGRANO,COMUNA 13,1428,C1428EAC,-34.56149529,-58.4485485,,,,,,,
189,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A LA REPUBLICA DE VENEZUELA,D.A.O.M.,PARQUE RIVADAVIA,PARQUE RIVADAVIA,RIVADAVIA AV. 4800,RIVADAVIA AV.,4800,CABALLITO,COMUNA 6,1424,C1424CEP,-34.61672966,-58.43271721,,,,,,,
190,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ACTO INAUGURAL,D.A.O.M.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
191,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA N° 22,D.A.O.M.,PARQUE BALNEARIO SUR,PARQUE BALNEARIO SUR,PAZ, GRAL. AV. 16802,PAZ, GRAL. AV.,16802,,COMUNA 8,1439,C1439HNO,-34.69801445,-58.46981073,,,,,
192,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,AMPLIACION DE LA CALLE,D.A.O.M.,PZTA REGIMIENTO 1 DE PATRICIOS,PZTA REGIMIENTO 1 DE PATRICIOS,SANTA FE AV. 4815,SANTA FE AV.,4815,PALERMO,COMUNA 14,1425,C1425BHK,-34.57722853,-58.42860424,,,,,,,
199,JARRON,1,CEMENTO PATINADO,MOTIVO DECORATIVO,M.O.A.,PLAZA BENITO NAZAR,PLAZA BENITO NAZAR,OLAYA 1302,OLAYA,1302,VILLA CRESPO,COMUNA 15,1414,C1414CCF,-34.60488807,-58.44466916,,,,,,,
202,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A LUIS PENA,D.G.O.M.,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,,
205,RELOJ SOLAR,1,MARMOL,MOTIVO DECORATIVO,YABASHI, TOKUTARO,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,
206,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.A.O.M.,PZTA REINO DE TAILANDIA,PZTA REINO DE TAILANDIA,AGOTE, LUIS DR. 2201,AGOTE, LUIS DR.,2201,RECOLETA,COMUNA 2,1425,C1425EOA,-34.58715651,-58.3974469,,,,,
207,MONOLITO,1,MAMPOSTERIA,HJE.AL PRIMER CAMPO DE DEPORTES,,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,,
209,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A BENJAMIN GOULD,,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,,
210,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A NICOLAS COPERNICO,,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,,
211,RELIEVE,1,MARMOL,GALILEO GALILEI,,AV BELISARIO ROLDAN 4511,AV BELISARIO ROLDAN 4511,SARMIENTO AV. 4040,SARMIENTO AV.,4040,,COMUNA 14,1425,C1425FHO,-34.57126446,-58.41193328,,,,,,,
216,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL PERITO MORENO,D.A.O.M. Y M.O.A.,AVDAS PERITO MORENO Y CRUZ,AVDAS PERITO MORENO Y CRUZ,MORENO, PERITO AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.,MORENO, PERITO AV.,,FLORES,COMUNA 7,,,-34.65033464,-58.43098548,,,
222,PLACA,1,BRONCE,HJES.A DRES. HOUSSAY, LEWIS, ETC.,,AV CORDOBA 2100,AV CORDOBA 2100,CORDOBA AV. 2100,CORDOBA AV.,2100,BALVANERA,COMUNA 3,1120,C1120AAP,-34.59980441,-58.39704742,,,,,
226,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE OBRAS 226,227,228 Y 229,D.G.M,PZTA SAN FRANCISCO,PZTA SAN FRANCISCO,ALSINA, ADOLFO Y DEFENSA,ALSINA, ADOLFO,,,COMUNA 1,,,-34.61014134,-58.37206064,,,
230,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 36,D.G.M,PZTA DR CARLOS ALBERTO ERRO,PZTA DR CARLOS ALBERTO ERRO,MADERO, EDUARDO AV. Y SARMIENTO,MADERO, EDUARDO AV.,,,COMUNA 1,,,-34.60405133,-58.36805535,,,,,
232,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,D.G.M,PZTA NIGERIA,PZTA NIGERIA,JUSTO, JUAN B. AV. 4736,JUSTO, JUAN B. AV.,4736,VILLA GRAL. MITRE,COMUNA 11,1416,C1416DKO,-34.61013153,-58.46563585,,,,,
234,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,D.G.M,PZTA ANDRES CHAZARRETA,PZTA ANDRES CHAZARRETA,MOSCU 5166,MOSCU,5166,PARQUE CHAS,COMUNA 15,1427,C1427DKD,-34.58708381,-58.4808382,,,,,,,
237,BUSTO Y BASE,1,BRONCE Y MAMPOSTERIA,PIO COLLIVADINO,LEONE, JUAN BAUTISTA,PLAZA CAMPAÑA DEL CHACO,PLAZA CAMPA?A DEL CHACO,CALABRIA AV. Y RAWSON DE DELLEPIANE, ELVIRA AV.,CALABRIA AV.,,PUERTO MADERO,COMUNA 1,,,-34.61924937,-58.35771158,,,,,
238,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL CAP. D. FIDEL SARMIENTO,D.G.O.P.,PLAZA CAP D FIDEL SARMIENTO,PLAZA CAP D FIDEL SARMIENTO,GANDARA Y BERLIN,GANDARA,,PARQUE CHAS,COMUNA 15,,,-34.58295731,-58.48027957,,,,,,,
239,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL CAP. D. FIDEL SARMIENTO,D.G.O.P.,PLAZA CAP D FIDEL SARMIENTO,PLAZA CAP D FIDEL SARMIENTO,GANDARA Y BERLIN,GANDARA,,PARQUE CHAS,COMUNA 15,,,-34.58295731,-58.48027957,,,,,,,
241,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,D.G.M / M.O.A,PZTA JAMAICA,PZTA JAMAICA,BURELA 1232,BURELA,1232,PARQUE CHAS,COMUNA 15,1427,C1427BJB,-34.58922908,-58.48247925,,,,,,,
242,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL GRL. SAN MARTINN,D.G.M / M.O.A,HOGAR DE ANCIANOS GRAL SAN MARTIN,HOGAR DE ANCIANOS GRAL SAN MARTIN,WARNES AV. 2650,WARNES AV.,2650,,COMUNA 15,1427,C1427DPS,-34.59712587,-58.47609189,,,,,,,
247,PLACA,1,BRONCE,HJE.AL DR.BERNARDO DE MONTEAGUDO,D.G.M.,PZTA CORONEL PRINGLES,PZTA CORONEL PRINGLES,CASEROS AV. 2999,CASEROS AV.,2999,PARQUE PATRICIOS,COMUNA 4,1264,C1264AAJ,-34.63701593,-58.40551401,,,,,,,
248,PLACA,1,BRONCE,HJE.MUNICIPAL A COLECTIVIDAD JAPONESA,D.G.M.,JARDIN JAPONES,JARDIN JAPONES,CASARES AV. 3401,CASARES AV.,3401,,COMUNA 14,1425,C1425EWA,-34.57726013,-58.40986535,,,,,,,
249,RELOJ SOLAR,1,,MOTIVO DECORATIVO,NATIONAL PANASONIC,PLAZA CASTELLI,PLAZA CASTELLI,CONDE Y ECHEVERRIA,CONDE,,BELGRANO,COMUNA 13,,,-34.56818881,-58.46470131,,,,,,,
253,MASTIL,1,MAMPOSTERIA E HIERRO,HJE. A LA BANDERA,E.A.I.M.,PLAZA CIUDAD DE BANFF,PLAZA CIUDAD DE BANFF,ROMA 760,ROMA,760,VERSALLES,COMUNA 10,1408,C1408BZF,-34.62835519,-58.52163954,,,,,,,
257,GRUPO ESCULTORICO,1,GRANITO,PLENITUD DE LA VIDA,GARGIULO, ANTONIO,PLAZA CIUDAD DE BANFF,PLAZA CIUDAD DE BANFF,ROMA 760,ROMA,760,VERSALLES,COMUNA 10,1408,C1408BZF,-34.62835519,-58.52163954,,,,,,
259,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A ALFONSO REYES,D.G.M.,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
260,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A DOMINGO FAUSTINO SARMIENTO,D.G.M.,ROSEDAL,ROSEDAL,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
262,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A DOMINGO FAUSTINO SARMIENTO,D.G.M.,ROSEDAL,ROSEDAL,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
265,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. CIUDAD DE GUADIX,D.G.O.P.,PLAZA CIUDAD DE GUADIX,PLAZA CIUDAD DE GUADIX,ARGENTINA AV. 6802,ARGENTINA AV.,6802,VILLA LUGANO,COMUNA 8,1439,C1439HRV,-34.67363612,-58.4970988,,,,,,,
267,PLACA,1,BRONCE,HJE.A RODOLFO PIOTTI,D.G.O.P.,PLAZA CIUDAD DE UDINE,PLAZA CIUDAD DE UDINE,CHIVILCOY Y MAGARIÑOS CERVANTES, A.,CHIVILCOY,,FLORESTA,COMUNA 10,,,-34.62089057,-58.49127932,,,,,,
268,CIAVEDAL,1,HIERRO FORJADO,MOTIVO DECORATIVO,,PLAZA CIUDAD DE UDINE,PLAZA CIUDAD DE UDINE,CHIVILCOY Y MAGARIÑOS CERVANTES, A.,CHIVILCOY,,FLORESTA,COMUNA 10,,,-34.62089057,-58.49127932,,,,,,
270,PLACA,1,BRONCE,HJE.SOCIEDAD FRIULANA A BS.AS.,,PLAZA CIUDAD DE UDINE,PLAZA CIUDAD DE UDINE,CHIVILCOY Y MAGARIÑOS CERVANTES, A.,CHIVILCOY,,FLORESTA,COMUNA 10,,,-34.62089057,-58.49127932,,,,,,
271,PLACA,1,BRONCE,NOMENCLATURA DE CIAVEDAL,,PLAZA CIUDAD DE UDINE,PLAZA CIUDAD DE UDINE,CHIVILCOY Y MAGARIÑOS CERVANTES, A.,CHIVILCOY,,FLORESTA,COMUNA 10,,,-34.62089057,-58.49127932,,,,,,
272,BUSTO Y BASE,1,BRONCE Y MAMPOSTERIA,ALMIRANTE GUILLERMO BROWN,PERLOTI, LUIS,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,
273,RELIEVE,1,CERAMICA Y MAMPOSTERIA,AL PADRE DE FAMILIA,PERSICO, MARINO,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,
274,GRUPO ESCULTORICO,1,BRONCE,LA MADRE,TENTI, PEDRO,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,
275,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL ALMIRANTE BROWN,,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,,
276,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL ALMIRANTE BROWN,,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,,
277,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL GRL. SAN MARTINN,,PLAZA COLOMBIA,PLAZA COLOMBIA,MONTES DE OCA, MANUEL AV. 802,MONTES DE OCA, MANUEL AV.,802,BARRACAS,COMUNA 4,1270,C1270AAV,-34.6379197,-58.37461816,,,,,
279,ESTATUA,1,BRONCE,EL PEÑADOR,RODIN, AUGUSTO,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,
280,FAROLA,1,BRONCE Y GRANITO,THOMAS A. EDISON,TROIANI, TROIANO,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,
281,MONOLITO,1,GRANITO,HJE. A GUIDO SPANO-FERNANDEZ MORENO,,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,,
282,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL AUTOMOVIL CLUB ARGENTINO,,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,,
283,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL MILENIO DE POLONIA,,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,,
284,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. 150° ANIVERSARIO DE LA INDEPEND,,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,,
285,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 174,D.G.M. / M.O.A,PARQUE DE LOS PATRICIOS,PARQUE DE LOS PATRICIOS,CASEROS AV. Y MONTEAGUDO,CASEROS AV.,,PARQUE PATRICIOS,COMUNA 4,,,-34.63711738,-58.40561079,,,,,,,
287,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. 150° ANIVERSARIO DE LA INDEPEND,,PLAZA CONGRESO,PLAZA CONGRESO,RIVADAVIA AV. 1602,RIVADAVIA AV.,1602,MONSERRAT,COMUNA 1,1033,C1033AAT,-34.60917842,-58.38940022,,,,,,,
289,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A DARWIN PASSAPONTI,D.G.M.A. Y P.,CANTERO CENTRAL DARWIN PASSAPONTI,CANTERO CENTRAL DARWIN PASSAPONTI,GARCIA DEL RIO AV. 2539,GARCIA DEL RIO AV.,2539,SAAVEDRA,COMUNA 12,1429,C1429DEB,-34.54863762,-58.47068278,,,,,,,
291,MONUMENTO,1,BRONCE Y MARMOL,JUAN BAUTISTA ALBERDI,ARRIGUTTI.M CORVO,C.,PLAZA CONSTITUCION,PLAZA CONSTITUCION,LIMA 1563,LIMA,1563,CONSTITUCION,COMUNA 1,1138,C1138ACG,-34.62656337,-58.38234372,,,,,,
293,FUENTE,2,MAMPOSTERIA Y LAJAS,MOTIVO DECORATIVO,DIRECCION DE PASEOS,PLAZA CONSTITUCION,PLAZA CONSTITUCION,LIMA 1563,LIMA,1563,CONSTITUCION,COMUNA 1,1138,C1138ACG,-34.62656337,-58.38234372,,,,,,,
294,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA LA AGRICULTURA,D.G.O.M,BIBLIOTECA EL PROGRESO,BIBLIOTECA EL PROGRESO,RIESTRA AV. 5655,RIESTRA AV.,5655,VILLA LUGANO,COMUNA 8,1439,C1439BYH,-34.67680479,-58.47495722,,,,,,,
297,GRUPO ESCULTORICO,1,MARMOL,CAZADOR DE AGUILAS,GUILLOT, ANTONIO,PLAZA CONSTITUCION,PLAZA CONSTITUCION,LIMA 1563,LIMA,1563,CONSTITUCION,COMUNA 1,1138,C1138ACG,-34.62656337,-58.38234372,,,,,,
298,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. A DOMINGO F. SARMIENTO,D.G.O.M,PARQUE CHACABUCO,PARQUE CHACABUCO,PERON, EVA AV. 1410,PERON, EVA AV.,1410,PARQUE CHACABUCO,COMUNA 7,1406,C1406HMP,-34.63290276,-58.44476252,,,,,
299,MONUMENTO,1,GRANITO Y BRONCE,GRL. JOSE ANTONIO PAEZ,RUS,PLAZA CONSTITUCION,PLAZA CONSTITUCION,LIMA 1563,LIMA,1563,CONSTITUCION,COMUNA 1,1138,C1138ACG,-34.62656337,-58.38234372,,,,,,,
304,PLACA,1,ANTIMONIO,NOMENCLATURA DE PARQUE,D.G.O.M.,PARQUE AVELLANEDA,PARQUE AVELLANEDA,DIRECTORIO AV. Y LACARRA,DIRECTORIO AV.,,PARQUE AVELLANEDA,COMUNA 9,,,-34.64129755,-58.47992772,,,,,,,
307,FUENTE,1,BRONCE Y PIEDRA,LAS TARASCAS,SANCHEZ MARTINEZ, S.,PLAZA DANTE,PLAZA DANTE,DEL LIBERTADOR AV. Y PUEYRREDON AV.,DEL LIBERTADOR AV.,,RECOLETA,COMUNA 2,,,-34.58475338,-58.39172485,,,,,,
308,MASTIL,1,MAMPOSTERIA,HJE. A LA BANDERA,D.G.O.M.,PZTA DE LA BANDERA,PZTA DE LA BANDERA,JUSTO, JUAN B. AV. Y MELO, VIRREY,JUSTO, JUAN B. AV.,,VELEZ SARSFIELD,COMUNA 10,,,-34.62875294,-58.49366947,,,,
309,MASTIL,1,MAMPOSTERIA,HJE. A LA BANDERA,D.G.O.M.,PZTA RICARDO GUTIERREZ,PZTA RICARDO GUTIERREZ,ESTADO PLURINACIONAL DE BOLIVIA Y SASTRE, MARCOS,ESTADO PLURINACIONAL DE BOLIVIA,,,COMUNA 11,,,-34.60117157,-58.48418558,,,,,,
